pathway	external_id	source	entrez_gene_ids
Neuronal System	REACT_86563	Reactome	231252,12846,16512,20111,56379,14406,16525,14695,58802,63993,14704,20927,110902,216456,14807,100048847,11669,20512,16495,236915,18796,16504,16519,14617,20979,53310,16528,56543,13162,14395,11772,108043,54377,53623,242851,14645,18752,14810,11515,225030,16498,11449,238276,18195,17246,16511,16522,20907,11513,14408,16535,16506,224129,12315,380728,432530,19417,18693,16497,16492,14409,72258,16521,20910,17920,14415,16538,14700,109880,14407,240595,20510,18751,14812,16491,14809,14679,16500,16515,406218,243616,108015,14394,14401,16524,12295,14707,55984,19339,14806,20614,18795,12323,16494,16518,140493,268345,214084,67071,14693,170738,12298,14417,14710,20130,22249,84036,12287,104111,11514,72961,22348,20518,16493,11448,14610,214579,16510,16517,11472,14402,67498,268860,67760,16534,72413,12297,22318,14709,14799,100048410,232333,104110,15461,242425,12325,12912,238271,13002,100502876,100043318,16520,14397,16533,110651,100043507,12300,26413,18750,14802,12313,110835,15166,74053,16490,11441,20112,14678,241794,330953,14400,226922,11771,110157,16536,14706,100041703,238076,210044,11435,15481,12322,18607,11444,110862,14677,100986,16513,140492,13383,16530,12286,11423,12326,18797,15168,16514,11438,52589,99738,20513,332396,18749,12647,14680,242151,54393,16516,110637,14399,382571,14699,52150,13821,12296,217826,16527,223604,232910,11773,12314,14811,66733,11512,192775,16499,60613,16508,16523,15165,13385,14708,14702,98741,20928,71770,12889,211480,110834,14660,14396,14814,16485,11440,105727,14411,16502,14615,16526,14688,242607,14412,16539,110886,14701,55991,14800,20511,240444,74571,14813,54376,11447,17161
Defective TCN2 causes hereditary megaloblastic anemia	REACT_170715	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective AMN causes hereditary megaloblastic anemia 1	REACT_171943	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective CUBN causes hereditary megaloblastic anemia 1	REACT_172484	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF	REACT_172409	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective GIF causes intrinsic factor deficiency	REACT_172162	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC	REACT_171251	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD	REACT_172189	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE	REACT_171408	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective MTR causes methylmalonic aciduria and homocystinuria type cblG	REACT_170521	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective MMAB causes methylmalonic aciduria type cblB	REACT_172177	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective MMAA causes methylmalonic aciduria type cblA	REACT_171067	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective MUT causes methylmalonic aciduria mut type	REACT_172319	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective CD320 causes methylmalonic aciduria	REACT_172442	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defects in cobalamin (B12) metabolism	REACT_171233	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective HLCS causes multiple carboxylase deficiency	REACT_171450	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defective BTD causes biotidinase deficiency	REACT_171448	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Defects in biotin (Btn) metabolism	REACT_171960	Reactome	107476,20525,14287,17434,216134,66904,72039,116914,18041,223646,67375,105663,103711,75735,17250,238505,18563,108156,68591,17850,20527,69372,18605,67096,74450,93835,68421,56738,13361,66812,330064,78038,11433,54391,319945,66454,100705,73132,26363,65969,14104,52466,192185,106564,59027,110821,80721,109129,68214,226518,67618,29807,20509,74080,109754,77697,21452,17769,54338,69906,210009,110948,14603,109136,78914,20522,11761,54219,268566,20425,109672,69698,71743
Chemokine receptors bind chemokines	REACT_107821	Reactome	55985,20303,100504346,12771,18829,20312,12775,100041593,252837,100504977,100041579,66102,100042493,20311,20302,100041504,24047,621580,20315,12774,12769,20306,59289,65956,80901,12767,12778,17329,20310,14825,56744,20297,100039053,12458,100862177,13051,56838,20301,100862247,100862578,12766,12773,15945,330122,12777,16963,100504239,227288,20300,20293,20295,57349,20304,100504362,12145,20299,12765,54199
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	REACT_93067	Reactome	97,212,937,472,310,800,000,000,000
Removal of aminoterminal propeptides from gamma-carboxylated proteins	REACT_106377	Reactome	140,686,690,119,128,000,000,000,000,000,000,000,000,000,000
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	REACT_108829	Reactome	14,068,669,011,912,800,000,000,000,000,000,000,000,000,000,000,000
cholesterol biosynthesis III (via desmosterol)	PWY66-4	MouseCyc	73,166,662,341,312,100,000,000,000,000,000,000,000,000,000,000,000,000,000
Role of phospholipids in phagocytosis	REACT_163074	Reactome	209,636,199,601,413,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Vasopressin-like receptors	REACT_87803	Reactome	120,001,843,026,361,000,000,000,000,000
mevalonate pathway I	PWY-922	MouseCyc	1,104,461,536,068,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Orc1 removal from chromatin	REACT_82368	Reactome	2,219,023,834,183,920,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Synthesis of Ketone Bodies	REACT_91631	Reactome	153,561,104,461,536,000,000
Phagosomal maturation (early endosomal stage)	REACT_126778	Reactome	181,271,197,417,970,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
GPVI-mediated activation cascade	REACT_99646	Reactome	20,963,320,207,193,500,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
CDK-mediated phosphorylation and removal of Cdc6	REACT_80547	Reactome	1,256,623,834
Switching of origins to a post-replicative state	REACT_125733	Reactome	2,219,023,834,183,920,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Synthesis of dolichyl-phosphate mannose	REACT_88885	Reactome	685,631,348,013,481
acetoacetate degradation (to acetyl CoA)	ACETOACETATE-DEG-PWY	MouseCyc	11,046,011,044,667,000
GDP-L-fucose biosynthesis I (from GDP-D-mannose)	PWY-66	MouseCyc	22,122,218,138
colanic acid building blocks biosynthesis	COLANSYN-PWY	MouseCyc	21,655,821,813,869,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
spermine biosynthesis II	ORNSPNANA-PWY	MouseCyc	20,603,671,878,242,600,000,000,000,000,000,000,000,000,000,000
Beta oxidation of hexanoyl-CoA to butanoyl-CoA	REACT_78615	Reactome	97,212,937,472,310,800,000,000,000
Adrenaline signalling through Alpha-2 adrenergic receptor	REACT_83562	Reactome	1,155,211,553
Platelet Aggregation (Plug Formation)	REACT_142928	Reactome	2,237,119,246,129,280,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Orexin and neuropeptides FF and QRFP bind to their respective receptors	REACT_88898	Reactome	1,517,138,728,524,340,000,000,000,000,000,000,000,000,000,000,000,000
dermatan sulfate degradation (metazoa)	PWY-6576	MouseCyc	15932
Unwinding of DNA	REACT_50555	Reactome	172,191,721,617,217,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Beta oxidation of butanoyl-CoA to acetyl-CoA	REACT_77439	Reactome	937,471,140,915,107
mitochondrial fatty acid beta-oxidation of saturated fatty acids	REACT_78303	Reactome	15,107,231,086,113,600,000,000,000,000,000,000,000,000
Disinhibition of SNARE formation	REACT_78955	Reactome	1,875,220,909,187,500,000,000,000,000,000
lanosterol biosynthesis	PWY-6132	MouseCyc	16987
Peroxisomal lipid metabolism	REACT_145544	Reactome	1,548,816,922,129,080,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
catecholamine biosynthesis	PWY66-301	MouseCyc	5,901,213,166,194,350,000,000,000,000,000
Death Receptor  Signalling	REACT_47012	Reactome	11,491,220,302,192,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	REACT_81792	Reactome	113,646,746,013,177
<i>myo</i>-inositol biosynthesis	PWY-2301	MouseCyc	5,598,024,229,171,780,000,000
Synthesis of glycosylphosphatidylinositol (GPI)	REACT_94288	Reactome	14,755,187,012,739,200,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
phosphate acquisition II	PWY-6355	MouseCyc	666,592,355,341,847,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Propionyl-CoA catabolism	REACT_91227	Reactome	737,246,690,411,082,000,000,000,000
Mitochondrial Fatty Acid Beta-Oxidation	REACT_84440	Reactome	151,072,310,861,785,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
PKA activation	REACT_101178	Reactome	10,411,019,087,115,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
PKA-mediated phosphorylation of CREB	REACT_93933	Reactome	1,041,101,908,711,510,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
FCERI mediated MAPK activation	REACT_166607	Reactome	###############################################################################################################################################################################################################################################################
Peptide ligand-binding receptors	REACT_137560	Reactome	20308,12771,20608,243407,100504346,14419,30878,14428,18155,59289,23796,20302,18976,58991,20315,226278,19064,140498,217369,65956,280287,225642,17329,321020,21336,18216,56183,11609,14062,100039053,623503,13618,12266,14291,13051,67405,207911,104443,20311,217212,229214,12773,20607,12426,100043254,18390,13615,12000,17199,14061,20295,20304,12425,226304,319430,237362,230777,18387,20208,100504977,385643,100042493,54615,246313,24047,212108,242093,57349,14825,13617,54140,14294,22045,18167,20297,18101,21338,12769,11820,11608,11998,20299,20310,15171,14293,76854,100504239,20300,239336,21337,20606,12273,12774,13614,58182,18829,227288,18610,26361,16644,14290,12267,66102,20605,12424,100041504,23919,621580,14427,18386,50501,12767,55985,21334,17201,246691,114229,20312,56838,100862247,208990,18389,13616,17202,330122,14289,22044,18166,19773,11606,21333,24111,20609,14829,16952,18430,80901,109648,100504362,12145,14064,110312,20303,18619,100041593,12775,19065,12062,252837,381073,100041579,18429,18217,321021,14063,224065,216749,18168,319239,20306,11607,12778,381489,20604,12061,56744,15945,15139,20301,100862177,20209,12766,100862578,20305,12777,16963,387285,20293,68039,54199,433292,227717,16336,12458,14065,208188,17200,12765
